date,avgTemp,maxTemp,minTmep,rainFall,wind_velocity,avgHumid,Cloud,Sunlight,High_Q(10kg),Low_Q(10kg)
2005-11-13,8.9,12.1,5.6,0,1.7,46,7.9,3.36,"13,510","10,310"
2005-11-14,5.7,10,3.2,,2.8,35,2.1,10.82,"13,500","10,300"
2005-11-15,3.3,6.9,1.1,,2.5,37,0,12.5,"13,500","10,300"
2005-11-16,3.1,7.9,-1.1,,1.9,38,0,11.7,"13,520","10,300"
2005-11-17,3.5,8.1,-0.8,,2,39,0,11.62,"13,560","10,320"
2005-11-18,3.6,7.5,0.4,,2.5,38,1,10.83,"13,600","10,340"
2005-11-19,2.9,7.3,-0.5,,2,37,1.8,10.84,"13,640","10,360"
2005-11-20,3.5,8.3,-1,,1.6,48,1.3,11.28,"13,720","10,420"
2005-11-21,5.7,10,2.2,0.3,2.5,62,3.5,9.19,"13,740","10,440"
2005-11-22,5.1,9.3,0.8,,1.9,46,1.1,11.09,"13,720","10,440"
2005-11-23,8.5,13.3,3.5,0.2,2.6,61,3,8.43,"13,700","10,440"
2005-11-24,8.4,12.6,5.4,,1.8,54,0.1,10.14,"13,700","10,460"
2005-11-25,8.4,13.1,3.9,,2.1,64,0.3,7.84,"13,660","10,440"
2005-11-26,8.2,12.5,4.1,0,1.9,72,3.4,4.56,"13,700","10,500"
2005-11-27,8.4,12.1,6,3.5,2.1,77,3.6,6.01,"13,800","10,580"
2005-11-28,7.2,12.1,4,9,3.1,71,7.6,1.56,"13,900","10,660"
2005-11-29,3.2,7.5,-0.2,0,2.7,58,2.5,6.67,"13,960","10,700"
2005-11-30,3.6,8.8,-0.8,,1.5,51,0,9.37,"14,000","10,720"
2005-12-01,5.9,11.1,2.5,0.3,2.4,61,4.5,5.41,"14,000","10,700"
2005-12-02,1,4,-2,,2.8,46,0,10.04,"13,980","10,680"
2005-12-03,-0.7,2.7,-3.2,5,2.1,50,4.1,7.97,"13,980","10,680"
2005-12-04,-5.1,-1.7,-7.5,1.8,3.6,60,2.9,9.76,"14,020","10,720"
2005-12-05,-5.2,-1.8,-8.8,,1.8,52,0,9.14,"14,060","10,760"
2005-12-06,-2.5,0.1,-5.5,,1.6,65,2.8,6.56,"14,140","10,840"
2005-12-07,-1.8,2,-4.9,,2.1,63,2.4,9.33,"14,210","10,910"
2005-12-08,-2.3,0.8,-4.6,,2.2,53,0.6,9.9,"14,270","10,970"
2005-12-09,-1.4,1.7,-4.9,,1.7,52,3.6,7.3,"14,310","11,010"
2005-12-10,-2.9,0.4,-7.5,,2.9,40,4.8,7.16,"14,390","11,090"
2005-12-11,-6.3,-2.7,-9.1,,2.6,42,0.4,9.74,"14,430","11,130"
2005-12-12,-8,-5.5,-10.1,,3.6,43,0,,"14,460","11,160"
2005-12-13,-8.6,-5,-11.6,,3.1,43,0.1,10.05,"14,480","11,180"
2005-12-14,-5.8,-2,-11.5,,2.4,47,0.1,9.33,"14,500","11,200"
2005-12-15,-4.5,-0.4,-8.8,,2.2,54,0.3,9.28,"14,500","11,200"
2005-12-16,-3.3,0.4,-6.5,,2.1,50,1.4,7.12,"14,500","11,200"
2005-12-17,-9.7,-5.8,-13.3,,4.3,30,1.5,8.62,"14,500","11,200"
2005-12-18,-9.2,-3.7,-14,0.8,1.8,62,3.1,5.84,"14,500","11,200"
2005-12-19,-5,0.3,-9.8,,1.5,58,0,9.99,"14,480","11,180"
2005-12-20,-2.8,1.3,-7.5,,1.8,50,4.5,7.28,"14,480","11,180"
2005-12-21,-6.2,-1.7,-9.6,1.1,3.6,58,4.3,7.43,"14,480","11,180"
2005-12-22,-6.6,-3.2,-11.1,0.4,2.7,56,3.8,8.64,"14,460","11,180"
2005-12-23,-3.2,0.2,-5.3,0.1,2.5,68,3.9,4.9,"14,440","11,180"
2005-12-24,-4.2,-0.5,-8.6,,2.1,39,1.6,9,"14,440","11,200"
2005-12-25,-1.7,2,-6.9,0.5,3.7,51,3.6,6.99,"14,480","11,260"
2005-12-26,-7.5,-4,-10.1,,2.9,43,0,9.69,"14,560","11,320"
2005-12-27,-6.9,-3.2,-10.1,,2.5,41,0,9.63,"14,660","11,380"
2005-12-28,-5,-0.4,-9.1,,1.7,39,0.5,8.56,"14,740","11,460"
2005-12-29,-2.9,1.2,-6.8,,1.5,49,1.1,6.11,"14,800","11,540"
2005-12-30,0.1,4.3,-2,0.3,1.8,65,5.3,4.32,"14,800","11,560"
2005-12-31,1.4,5.5,-2,,2.5,62,5.5,5.96,"14,600","11,400"
2006-01-01,1.4,1.8,0.6,0,1.6,80,9.3,1.41,"14,420","11,300"
2006-01-02,0.2,3.9,-2.4,0,2.8,72,4.6,7.19,"14,300","11,220"
2006-01-03,-2.4,1.2,-4.5,,2.9,38,1.6,9.37,"14,200","11,160"
2006-01-04,-6.2,-4.4,-8.3,,2.8,43,9.3,4.64,"14,120","11,100"
2006-01-05,-7.1,-2.5,-10,,2.5,40,1.4,9.6,"14,220","11,200"
2006-01-06,-7.5,-3.9,-10.1,,2.8,44,1,9.1,"14,340","11,290"
2006-01-07,-6.2,-1.8,-9.6,,2.3,39,0,9.91,"14,400","11,370"
2006-01-08,-4.2,0.4,-8.5,,1.4,45,2.4,8.85,"14,460","11,440"
2006-01-09,-1.6,3,-7,0.3,1.7,58,5.1,7.72,"14,500","11,500"
2006-01-10,-0.3,2.4,-2.2,,2,73,4,6.68,"14,560","11,560"
2006-01-11,-1.2,3.5,-5.3,,1.5,46,1.3,7.97,"14,580","11,580"
2006-01-12,1.4,4.5,-2.4,6.5,3.2,49,6,4.17,"14,620","11,620"
2006-01-13,4.1,6,1.8,26.5,2.5,93,10,0.62,"14,640","11,640"
2006-01-14,4.4,9.3,1.7,,1.6,72,4.9,7.44,"14,700","11,700"
2006-01-15,3.7,7.5,0.8,,2,70,3.3,6.3,"14,760","11,760"
2006-01-16,1.8,3.9,-0.2,,1.5,68,6.1,2.56,"14,800","11,800"
2006-01-17,1.3,4.8,-1.2,,1.7,51,5.4,5.9,"14,107","11,169"
2006-01-18,1.3,5.5,-1.7,,1.7,55,2.5,7.9,"14,120","11,187"
2006-01-19,2.4,6.9,-1.6,,2.2,56,3.4,8.83,"14,100","11,167"
2006-01-20,2.6,6.5,0.2,,2.1,56,5,7.32,"14,087","11,153"
2006-01-21,0.9,5.1,-2.2,,2,49,1.5,9.49,"14,087","11,153"
2006-01-22,-3.1,-0.6,-6,,3.4,39,0,11.43,"14,107","11,180"
2006-01-23,-4.7,-0.4,-8,,2.6,45,0,11.61,"14,140","11,213"
2006-01-24,-3.1,1.7,-7.6,,1.9,43,0.1,11.44,"14,153","11,253"
2006-01-25,-0.7,3.2,-4.5,,1.7,47,1.9,7.51,"14,193","11,313"
2006-01-26,0.2,3.9,-2.5,,2.1,62,2.8,9.3,"14,267","11,400"
2006-01-27,1.4,5.5,-1.1,,2.6,62,2.1,9.09,"14,373","11,507"
2006-01-28,1.3,6,-3,,1.6,54,3.8,8.09,"14,493","11,627"
2006-01-29,4.5,8.1,-0.4,0,1.8,58,6.6,5.31,"14,640","11,773"
2006-01-30,5,8.1,2.9,0,1.7,65,9.3,7.41,"14,793","11,860"
2006-01-31,3.8,6.3,1.1,1,1.9,81,10,3.43,"14,920","11,893"
2006-02-01,1.7,5.4,-2.5,0,2.9,60,4.8,8.55,"15,000","11,933"
2006-02-02,-2.9,1,-8.6,,3.5,46,3.1,11.42,"15,067","12,000"
2006-02-03,-11.7,-8.6,-14.1,,3.6,39,0,12.97,"15,133","12,053"
2006-02-04,-9.3,-4.6,-13.1,,2.9,38,0,13.36,"15,187","12,120"
2006-02-05,-5.3,-1.6,-10.3,,1.7,36,6.3,9.69,"15,240","12,173"
2006-02-06,0.2,4.9,-3.9,,1.9,29,6.9,10.99,"15,293","12,227"
2006-02-07,-0.9,1.2,-4.8,8.4,3.1,81,9.3,1.99,"15,320","12,293"
2006-02-08,-7.2,-3.9,-9.3,,4,53,1.4,12.73,"15,320","12,320"
2006-02-09,-4.5,-1.2,-10.3,0.9,2.6,66,4.4,10.36,"15,333","12,320"
2006-02-10,1.4,4,-1.7,,3.1,65,6.1,7.14,"15,373","12,347"
2006-02-11,1.2,5.1,-2.7,,2.6,54,2.8,11.23,"15,373","12,333"
2006-02-12,-1.8,2.5,-5.9,,2.3,43,0,14.56,"15,387","12,333"
2006-02-13,4.5,10.6,-2,0.1,2.2,48,4.5,11.71,"15,413","12,347"
2006-02-14,5.5,7.5,4.4,5.5,2.3,93,10,0.87,"15,400","12,360"
2006-02-15,4.6,6.5,2.9,,1.7,78,9.5,3.72,"15,347","12,333"
2006-02-16,1.7,6.9,-5.1,,3.1,51,4.1,11.07,"15,360","12,373"
2006-02-17,-4.5,-1.3,-8.1,,3.5,37,1.3,15.29,"15,400","12,440"
2006-02-18,0.2,5.3,-5.3,,2.3,55,2,12.77,"15,427","12,493"
2006-02-19,3.3,8,-1,,1.7,61,2.4,10.63,"15,413","12,493"
2006-02-20,3.8,9.1,-0.1,,1.5,66,1.1,12.72,"15,400","12,493"
2006-02-21,4.4,8.6,-0.5,,1.9,65,3.5,11.43,"15,387","12,487"
2006-02-22,3,7.3,-1.5,0.5,3,57,6.4,11.41,"15,380","12,480"
2006-02-23,1.1,6.1,-3.4,,2.4,41,2.5,15.03,"15,407","12,507"
2006-02-24,4.6,11.5,-1.7,,1.6,33,0.8,15.38,"15,500","12,587"
2006-02-25,7,10.8,2.7,,2,33,5.1,9.65,"15,673","12,747"
2006-02-26,0.5,7.5,-3.5,0.2,3.8,52,6.6,11.66,"15,847","12,913"
2006-02-27,-0.5,4.4,-4.6,,2.6,32,5.6,14.19,"16,020","13,087"
2006-02-28,2.8,4.8,0.5,0.1,1.7,63,9.8,4.4,"16,180","13,247"
2006-03-01,0,2.5,-2.4,3.8,3.3,72,6.5,12.55,"16,327","13,393"
2006-03-02,-0.9,2,-2.9,1,3.4,58,3.9,11.53,"16,407","13,473"
2006-03-03,0.5,5.1,-3.2,,2.5,50,0.1,17.04,"16,447","13,513"
2006-03-04,3.6,10,-2.2,3,2.7,57,4.9,13.25,"16,467","13,547"
2006-03-05,7.9,12.6,4.5,0,2.9,71,5.3,12.1,"16,467","13,560"
2006-03-06,5.9,12.1,0.6,,2.1,63,2,15.45,"16,493","13,600"
2006-03-07,5.7,11.1,1.2,,2.7,56,2.1,13.67,"16,573","13,693"
2006-03-08,5.7,10.3,0.5,,2,55,4.4,14.46,"16,647","13,780"
2006-03-09,10.7,15.6,6.8,0,2,37,8.3,10.64,"16,767","13,900"
2006-03-10,9.9,14.6,7,0,3.4,69,7.6,10.75,"16,953","14,087"
2006-03-11,6.2,9.8,0.8,,3.1,61,9.5,6.9,"17,140","14,193"
2006-03-12,-4.3,1,-6.4,,4.9,34,4.8,14.87,"17,273","14,193"
2006-03-13,-2,3,-6.9,0,3.2,41,4.4,10.36,"17,320","14,160"
2006-03-14,0.8,4.9,-3.7,,3.5,49,0.4,17.99,"17,307","14,140"
2006-03-15,5.7,11,-0.4,,2.9,63,4.3,14.51,"17,293","14,100"
2006-03-16,4.1,6.9,3,4.5,2.1,87,8.5,1.75,"17,280","14,060"
2006-03-17,8.8,15.1,3.2,,1.5,67,7.4,12.5,"17,267","14,033"
2006-03-18,9,13.1,3.7,,3.1,50,4.8,12.38,"17,273","14,020"
2006-03-19,4.3,8.8,0.8,,3.1,32,0,21.02,"17,287","14,000"
2006-03-20,5.1,8.5,0.6,,1.9,49,7.3,8.86,"17,327","14,013"
2006-03-21,9.7,16.2,2.9,,1.5,36,1.4,17.91,"17,380","14,053"
2006-03-22,10.3,17.2,6,0,3.1,49,7.9,12.38,"17,480","14,080"
2006-03-23,6.3,10.8,3,,4,43,1.1,20.76,"17,607","14,187"
2006-03-24,6.2,12,0.8,,2.4,29,0.5,19.86,"17,740","14,307"
2006-03-25,8.9,14.8,4.4,0,4.2,49,3.1,15.3,"17,833","14,413"
2006-03-26,6.5,11.8,1.8,,2.9,24,2.5,19.28,"17,913","14,520"
2006-03-27,6.8,12.1,2.9,,2.7,43,4.3,17.52,"17,960","14,613"
2006-03-28,2.9,4.9,1,0.2,4.1,52,5.9,9.78,"17,973","14,693"
2006-03-29,3.8,7.1,-0.3,1.5,3.9,48,4.4,14.15,"17,973","14,773"
2006-03-30,4.4,9.3,0.2,,3.3,42,0,22.55,"17,973","14,840"
2006-03-31,8.1,14.1,1.1,,1.7,32,2.1,17.35,"17,960","14,827"
2006-04-01,9.7,11.6,7.5,16.5,2.5,71,9.5,1.58,"17,940","14,807"
2006-04-02,7.4,11.1,5.3,0.5,3.9,84,6.5,4.42,"17,940","14,853"
2006-04-03,11.4,18.7,4.3,,2.3,65,3.1,18.57,"17,927","14,907"
2006-04-04,12,14.5,10.8,1.5,2.1,64,9.3,4.9,"17,940","14,940"
2006-04-05,11.6,17.5,7.3,,2.6,46,2.3,20.85,"17,993","14,993"
2006-04-06,9.7,13,5.6,,2.3,49,7.6,8.21,"18,047","15,033"
2006-04-07,10.2,13.3,7.9,,4.6,66,6,12.49,"18,100","15,073"
2006-04-08,10.2,14.1,6.6,,2.9,40,2.6,15.26,"18,167","15,127"
2006-04-09,15.2,21.7,8.8,0.1,2.7,46,9.1,11.75,"18,240","15,200"
2006-04-10,14.7,18.6,11.6,11.5,3.6,68,7.8,12.44,"18,307","15,267"
2006-04-11,16.4,22.2,13.1,,3.9,54,4.9,14.83,"18,373","15,333"
2006-04-12,15,21.2,11,,2.5,58,4.5,18.91,"18,480","15,427"
2006-04-13,9.7,12,7.8,,2.4,59,8,6.52,"18,613","15,547"
2006-04-14,12.7,18.8,6.6,,2,38,6.3,21.46,"18,760","15,667"
2006-04-15,12,16.2,8.8,,2.1,32,6.1,10.93,"18,907","15,787"
2006-04-16,7.4,12.6,2.9,,4.5,34,1,26.23,"19,000","15,867"
2006-04-17,10.3,14.3,4.6,,3.5,45,8.6,8.98,"19,067","15,933"
2006-04-18,14.6,17.7,12.1,0,3.7,53,9.1,5.2,"19,093","15,967"
2006-04-19,8.8,16.6,3.2,16,4.6,85,9.6,1.97,"19,087","15,973"
2006-04-20,7.3,9.3,3.2,0,5.1,58,7,7.53,"19,140","16,013"
2006-04-21,10.6,16.7,5.5,,3.3,47,1.9,24.8,"19,207","16,067"
2006-04-22,11.8,17.2,8,,2.5,45,5.5,20.58,"19,273","16,120"
2006-04-23,9.2,13.1,7.1,3.5,3,75,6.5,6.89,"19,340","16,167"
2006-04-24,10.4,15.3,5.9,,3.7,51,0.4,21.28,"19,413","16,213"
2006-04-25,11.3,16.5,6.1,,2.5,34,2,24.14,"19,453","16,253"
2006-04-26,12,16.7,8.3,0,2.1,44,8.8,10.36,"19,533","16,333"
2006-04-27,12.3,18.7,9.1,0.2,3,63,4.1,22.18,"19,653","16,440"
2006-04-28,12.8,18.5,7.5,,2.1,50,4.9,18.7,"19,853","16,613"
2006-04-29,13.9,17.7,10.8,,2.3,54,6.4,17.49,"20,040","16,773"
2006-04-30,15.9,20.1,12.6,2,2.9,70,7.1,7.76,"20,227","16,933"
2006-05-01,18,23.8,12.6,,1.6,47,2.3,17.73,"20,373","17,053"
2006-05-02,17.2,23.7,12.8,,4.6,32,0,26.55,"20,427","17,093"
2006-05-03,15.7,21.2,10.8,,3,42,1.9,23.06,"20,440","17,107"
2006-05-04,17.7,24.7,11.3,0.2,2.5,53,3.5,20.66,"20,520","17,213"
2006-05-05,20.7,23.6,18.1,3.5,1.8,66,9,6.73,"20,573","17,293"
2006-05-06,15.1,18.8,13.5,93,3.9,89,8.8,1.86,"20,627","17,373"
2006-05-07,19.7,26.5,12.3,,2.2,58,1.6,24.97,"20,707","17,480"
2006-05-08,21,26.7,15.6,,2.8,53,1.9,26.93,"20,733","17,533"
2006-05-09,21.3,27.6,15.8,,2.4,56,4.3,24.64,"20,713","17,513"
2006-05-10,18.2,20.2,16,0.3,2.1,75,8.8,6.84,"20,687","17,487"
2006-05-11,18.9,24.2,13.5,,2.1,45,5.4,21.66,"20,660","17,460"
2006-05-12,16.8,18.8,15.1,0,1.7,45,9.6,5.74,"20,673","17,473"
2006-05-13,15.2,19,12.3,,3.1,53,6.1,18.16,"20,793","17,593"
2006-05-14,16,21.5,10.8,,2.8,54,1.3,25.15,"20,973","17,760"
2006-05-15,18.6,25,11.3,,2.2,44,1.1,25.95,"21,187","17,947"
2006-05-16,18.8,24.7,13.8,,2.5,42,2.1,25.97,"21,447","18,173"
2006-05-17,18.8,24.6,13.1,,1.9,44,5.3,21.2,"21,700","18,387"
2006-05-18,20.2,24.8,15.3,,1.5,47,8.8,15.66,"21,900","18,547"
2006-05-19,17.9,20.2,16,,1.9,58,8.8,6.59,"22,007","18,627"
2006-05-20,18.2,24.7,13,,2.4,63,3.4,22.6,"22,113","18,720"
2006-05-21,22.5,28.3,15.3,,2.6,50,5.4,19.97,"22,200","18,800"
2006-05-22,17.5,22.5,14.6,30.5,4.3,90,9.8,0.46,"22,320","18,920"
2006-05-23,15,20.1,12,,2.9,85,8.9,10.78,"22,413","19,013"
2006-05-24,18.5,23.8,13.8,,1.6,66,5.4,19.72,"22,540","19,140"
2006-05-25,18.8,21.3,16.1,,2.2,49,9.4,11.36,"22,700","19,287"
2006-05-26,21.6,27,16.7,,2,47,3.5,24.68,"22,940","19,407"
2006-05-27,16.3,21.2,13.8,27.5,3.3,81,8.9,4.49,"23,100","19,367"
2006-05-28,17.3,22.2,13.5,1,2.4,67,6.5,14.33,"23,060","19,327"
2006-05-29,18.4,22.7,14.6,0.2,2.3,69,6.4,20.41,"22,947","19,213"
2006-05-30,20.5,25.5,15,,2.5,58,0,25.49,"22,853","19,120"
2006-05-31,21.3,26.7,15.6,,1.9,52,4,21.21,"22,773","19,040"
2006-06-01,22.7,28.1,16.7,,1.5,50,4.1,20.2,"22,707","18,973"
2006-06-02,25.9,32.4,18.6,,2.2,46,3.6,22.35,"22,693","18,960"
2006-06-03,23.4,29.8,19.5,,2.8,44,3.9,24.72,"22,773","19,040"
2006-06-04,20.8,26.2,17.3,,2.4,60,4.3,22.01,"22,853","19,120"
2006-06-05,21.3,26.1,17.1,,2.2,58,1.5,23.7,"22,987","19,253"
2006-06-06,21.9,27.3,17.7,,2.3,59,4.5,20.23,"23,107","19,347"
2006-06-07,21.9,26.5,17.8,,1.7,58,9.6,14.31,"23,200","19,413"
2006-06-08,20.1,24,18.3,6.5,1.9,69,9.1,10.23,"23,267","19,453"
2006-06-09,21,26.2,17.2,0.5,2.4,60,4.8,19.5,"23,320","19,480"
2006-06-10,17.3,20.6,15.1,39.5,2.6,80,9.5,2.38,"23,307","19,440"
2006-06-11,16.9,17.8,15.6,2.5,3.2,83,8.8,3.94,"23,293","19,427"
2006-06-12,21.3,28.3,14.1,,1.5,63,0.9,25.5,"23,253","19,387"
2006-06-13,23.5,28.8,18.7,,1.7,61,3.9,17.97,"23,200","19,333"
2006-06-14,19,22.1,16.5,63,2.6,82,9.5,2.31,"23,167","19,300"
2006-06-15,18.5,22.7,15.8,2,3.3,80,6.5,18.84,"23,167","19,300"
2006-06-16,21.4,27.3,15.6,,2.3,54,4.9,11.67,"23,193","19,313"
2006-06-17,22.2,26.3,18,0,2.2,51,2.8,24.29,"23,273","19,380"
2006-06-18,21.5,27.2,17.6,,2.5,67,1.9,25.41,"23,367","19,460"
2006-06-19,22.9,28.7,17.2,,1.9,62,2.6,21.91,"23,627","19,680"
2006-06-20,22.5,26.2,19.8,,2.1,63,8.1,13.63,"24,080","20,080"
2006-06-21,19.2,20.1,18.7,14,1.9,91,9.1,2.37,"24,613","20,573"
2006-06-22,22.6,28.8,17.7,,1.7,75,6.9,20.59,"25,120","21,040"
2006-06-23,23.9,29.3,19.7,,1.6,69,5.9,15.88,"25,693","21,573"
2006-06-24,24.4,28.5,19.2,,1.6,66,2.3,22,"26,093","21,960"
2006-06-25,24.4,29.2,20.3,8,2.4,64,6.3,21.81,"26,307","22,173"
2006-06-26,20.4,22.8,19.6,11.5,2.4,92,10,2.5,"26,507","22,387"
2006-06-27,21.1,24.2,19.1,1,2.4,87,9.5,5.33,"26,707","22,613"
2006-06-28,23.7,27.7,20.5,,1.7,78,7.1,16.97,"27,047","22,947"
2006-06-29,25,29.3,21.7,13.5,1.5,77,9.6,10.24,"27,437","23,327"
2006-06-30,23.2,26.8,20.8,6.5,3.9,87,10,6.45,"27,943","23,807"
2006-07-01,22.6,24.7,21.1,4.5,2.6,85,10,4.71,"28,503","24,327"
2006-07-02,23,26.7,20.6,0,2.4,74,5.3,16.33,"29,303","25,060"
2006-07-03,24.1,28.6,19.6,,1.4,69,6.6,16.25,"29,923","25,673"
2006-07-04,22.4,24,21.5,4,2.9,84,9.9,3.54,"30,493","26,240"
2006-07-05,21.5,24.7,18.7,2.5,3,72,8.8,10.94,"30,813","26,573"
2006-07-06,21.1,23.5,19.2,13,2.1,79,9.3,7.16,"30,887","26,653"
2006-07-07,23,26.8,20,10,1.2,80,7.5,8.43,"30,580","26,347"
2006-07-08,25.5,29,21.3,,1.4,71,6.1,15.3,"30,247","25,920"
2006-07-09,25.7,28.8,23.5,3.5,2.2,76,7.5,13.54,"29,860","25,440"
2006-07-10,23.8,26.1,21.2,19,4.2,80,9.3,4.19,"29,593","25,013"
2006-07-11,24.7,28.7,21.2,0.5,2.7,76,7.9,16.94,"29,387","24,747"
2006-07-12,23.8,25.1,22.6,226.5,3,94,10,0.34,"29,133","24,573"
2006-07-13,25.2,27.2,23.7,18.5,3.5,91,8.9,5.08,"28,733","24,320"
2006-07-14,27.2,29.2,25.2,0.1,2.2,79,8.5,9.55,"28,320","24,040"
2006-07-15,24.1,27.2,21.1,69,3.9,90,10,2.18,"27,913","23,727"
2006-07-16,18.7,21.2,17.7,241,1.9,96,10,0.83,"27,513","23,367"
2006-07-17,19.2,20.3,18.7,42.5,1.3,94,10,2.38,"27,020","22,900"
2006-07-18,19.1,20.7,17.5,31,3,93,10,2.75,"26,473","22,353"
2006-07-19,21.8,24.2,18.5,0.5,2.6,78,9.4,7.08,"25,887","21,713"
2006-07-20,21.7,24.7,19.1,4.5,2.2,78,9.3,7.51,"25,253","21,060"
2006-07-21,22.1,26.7,18.8,3.5,1.9,81,8.9,10.08,"24,680","20,460"
2006-07-22,23.4,27.5,21.2,9.5,3.2,78,6.8,19.11,"24,267","20,040"
2006-07-23,23.4,28.1,20.1,,1.4,73,7.4,12.94,"23,853","19,680"
2006-07-24,23.4,26.6,21.6,,1.6,72,9.1,9.12,"23,213","19,167"
2006-07-25,24.7,28.3,20.7,0.3,1.1,68,8.6,13.39,"22,533","18,667"
2006-07-26,22.2,24.6,20.7,5,1.6,85,10,3.43,"21,913","18,167"
2006-07-27,20.9,22,20.1,195,2.5,95,10,1.19,"21,253","17,580"
2006-07-28,21.8,23.2,20.6,88,1.4,95,10,1.51,"20,667","17,020"
2006-07-29,24.6,27.2,22.1,22,1.5,89,7.9,6.97,"20,253","16,620"
2006-07-30,26.1,29.7,24.3,0.1,2.2,83,8.8,8.08,"20,000","16,407"
2006-07-31,26.5,30.1,24.6,,3.2,76,6.6,12.3,"19,773","16,220"
2006-08-01,27.7,32,24.7,,2.8,67,4.5,17.86,"19,620","16,073"
2006-08-02,28,32,24.2,,2.5,69,3,19.43,"19,487","15,953"
2006-08-03,28.6,33.2,24,,1.7,68,1.9,18.73,"19,413","15,880"
2006-08-04,29.5,34.7,24.8,,1.9,65,0.4,25.77,"19,360","15,827"
2006-08-05,29,32.9,25.6,0.1,1.5,67,2.1,14.97,"19,260","15,713"
2006-08-06,28.3,32.4,25.5,,2.2,67,3.5,18.59,"19,167","15,553"
2006-08-07,27.2,31.7,23.7,22,1.3,73,4.9,11.66,"19,007","15,380"
2006-08-08,29,34.2,24,,1.5,68,2.3,22.72,"18,833","15,200"
2006-08-09,29.2,34.2,25.6,,1.5,68,3.3,18.57,"18,593","14,960"
2006-08-10,28.6,33.2,24.8,,1.9,61,2.8,18.31,"18,387","14,767"
2006-08-11,26.6,30.1,24.5,0,1.7,70,5.8,10.9,"18,260","14,687"
2006-08-12,27.5,32.7,22.7,,1.7,68,3.6,22.63,"18,273","14,640"
2006-08-13,28.8,33.2,25.1,,1.7,67,4.5,22.43,"18,293","14,587"
2006-08-14,29.3,33.5,26.5,,2.1,69,3.8,21.04,"18,300","14,580"
2006-08-15,28.2,32.4,26.2,20.5,1.3,79,6.4,10.38,"18,287","14,553"
2006-08-16,28.3,31.7,26,0.5,1.6,79,8.6,9,"18,240","14,500"
2006-08-17,26.6,30.8,24.2,10.5,3,72,6.9,15.89,"18,267","14,513"
2006-08-18,26.5,30.7,23.3,,4.3,52,2.9,25.81,"18,207","14,467"
2006-08-19,24.8,29.7,20.8,0.1,4,50,6.9,18.75,"17,953","14,387"
2006-08-20,23.6,26.5,21,0,2.3,67,9,11.72,"17,660","14,107"
2006-08-21,27.2,30.5,23,,1.3,64,6.8,13.66,"17,347","13,773"
2006-08-22,27.6,31.6,24.3,0,1.6,69,6.6,10.33,"17,053","13,467"
2006-08-23,27.1,30.6,25.2,0,1.8,67,7.4,12.65,"16,847","13,280"
2006-08-24,27,30.7,23.7,0,1.5,68,7.3,11.11,"16,660","13,227"
2006-08-25,25.1,29,23.3,14.5,1.6,81,9,5.66,"16,627","13,187"
2006-08-26,25.2,31.3,22.8,32,2.4,83,8.3,13.58,"16,600","13,147"
2006-08-27,24.2,25.7,23,18.5,2.3,88,9.4,3.77,"16,640","13,160"
2006-08-28,25.4,29.6,22.8,,2.2,74,5.4,19.25,"16,613","13,000"
2006-08-29,23.7,25.8,22.2,2.5,1.4,84,7.5,4.7,"16,413","12,787"
2006-08-30,25.2,29.5,21.6,,3,63,7.3,16.72,"16,173","12,587"
2006-08-31,25.2,29.5,22.7,,3.1,55,5.8,17.14,"15,867","12,333"
2006-09-01,24.2,28.8,19.5,,2.5,54,3.3,19.27,"15,560","12,080"
2006-09-02,25.6,30.3,21,,2.1,58,2.3,20.13,"15,333","11,887"
2006-09-03,25.5,30.2,21.5,,2.2,63,3.8,18.13,"15,227","11,753"
2006-09-04,21.4,25.1,17.7,,2.5,72,7.4,8.72,"15,173","11,647"
2006-09-05,21.1,26.3,16.2,0.1,2.7,60,5.9,21,"15,107","11,527"
2006-09-06,19.8,25.2,15.8,3.5,1.9,69,4.6,16.16,"15,033","11,367"
2006-09-07,22,28.1,15.8,,1.6,55,0.1,22.27,"14,953","11,247"
2006-09-08,22,25.7,18.7,0,2.7,60,7.9,10.41,"14,873","11,140"
2006-09-09,17.2,22.1,13.6,4.5,2.4,81,7,3.31,"14,780","11,047"
2006-09-10,15.8,20.1,12.6,,2.1,51,1.4,21.07,"14,740","11,007"
2006-09-11,16.5,21.3,11.3,,1.4,60,6.3,13.32,"14,733","11,000"
2006-09-12,19.9,25.2,13.6,,2,59,4.1,20.19,"14,733","11,000"
2006-09-13,21.8,27.2,17,,2.3,48,2.3,21.66,"14,727","10,980"
2006-09-14,21.5,27,16.2,,2.4,46,4.8,18.49,"14,693","10,947"
2006-09-15,20.8,24.5,17.7,,3,55,9.5,11.22,"14,653","10,907"
2006-09-16,21.6,24.7,19.2,,2.5,62,8.4,8.86,"14,573","10,840"
2006-09-17,20.2,22.8,16.8,2,3.5,54,9.9,6.84,"14,493","10,773"
2006-09-18,18.2,20,16.3,0.5,1.8,68,9,3,"14,420","10,727"
2006-09-19,20.2,26.1,14.1,,1.7,73,2,14,"14,400","10,720"
2006-09-20,22.1,26.7,17.8,,1.8,65,7.8,12.28,"14,360","10,707"
2006-09-21,23.5,28.6,19.1,,1.7,53,2.6,16.64,"14,320","10,680"
2006-09-22,22.9,27.7,18.6,,2.1,61,1,15.93,"14,253","10,627"
2006-09-23,21.5,26.6,17.1,,2.3,47,0,20.05,"14,173","10,560"
